nace_r2,geo,time,pers2_FTE_RSE,pers2_FTE_TOTAL,pers2_HC_RSE,pers2_HC_TOTAL,exp2_MIO_EUR,exp2_PC_TOT,fem2_FTE_RSE
C_HTC_M,FI,2010,4498.9,6315.4,5083.0,7618.0,748.505,15.42,
C_HTC_M,FI,2011,4572.5,6499.5,5307.0,8000.0,855.77,16.95,
C_HTC_M,FI,2012,4922.0,6802.1,5831.0,8281.0,947.519,20.18,
C_HTC_M,FI,2013,4513.5,6379.5,5387.0,7862.0,996.9,21.66,
C_HTC_M,FI,2014,3978.0,5684.1,,,891.6,20.22,
C_HTC_M,FI,2015,4024.8,5619.5,4780.0,6811.0,842.0,20.8,
C_HTC_M,FI,2016,4240.4,5691.2,5029.0,6857.0,836.8,21.45,
C_HTC_M,FI,2017,4585.0,6049.2,5327.0,7237.0,858.6,21.31,
C_HTC_M,FI,2018,4652.9,6170.5,5332.0,7285.0,945.4,22.37,
C_HTC_M,FI,2019,4762.2,6331.9,5588.0,7602.0,1009.5,22.9,
C_HTC_M,FI,2020,5257.7,6856.7,6186.0,8218.0,1003.6,21.61,
C_HTC_M,FI,2021,5361.0,6821.0,6428.0,8315.0,1039.652,20.18,
C_HTC_M,FI,2022,5705.0,7088.0,7000.0,8924.0,1207.979,22.38,
C_HTC_M,FI,2023,,,,,,,
C_HTC_M,FR,2005,,,,,,,
C_HTC_M,FR,2006,,,,,,,
C_HTC_M,FR,2007,30189.2,59368.6,32763.0,62800.0,7467.374,30.17,
C_HTC_M,FR,2008,32766.3,62226.8,36698.0,68830.0,8001.847,31.06,
C_HTC_M,FR,2009,28513.1,53951.0,34693.0,64372.0,6957.933,26.33,
C_HTC_M,FR,2010,29658.6,55148.4,37353.0,69117.0,7196.693,26.21,
C_HTC_M,FR,2011,30031.6,54366.9,38972.0,70417.0,7349.68,25.47,
C_HTC_M,FR,2012,32498.5,56566.9,42040.0,74317.0,7745.4,25.78,
C_HTC_M,FR,2013,34848.5,58449.6,43182.0,74636.0,7937.1,25.95,
C_HTC_M,FR,2014,,,,,,,
C_HTC_M,FR,2015,,,,,,,
C_HTC_M,FR,2016,38174.7,61147.2,46497.0,80461.0,8340.432,25.8,
C_HTC_M,FR,2017,39063.2,62065.0,48767.0,82639.0,8308.489,25.16,
C_HTC_M,FR,2018,,,,,,,
C_HTC_M,FR,2019,,,,,,,
C_HTC_M,FR,2020,42010.0,65044.0,52881.0,84980.0,8542.165,24.67,
C_HTC_M,FR,2021,42503.0,67697.0,51363.0,83696.0,9277.949,25.43,
C_HTC_M,FR,2022,42871.0,66745.0,49967.0,78811.0,9926.469,25.48,
C_HTC_M,FR,2023,44774.0,70469.0,51166.0,80034.0,10696.381,26.33,
C_HTC_M,HR,2005,137.3,324.6,146.0,380.0,40.696,31.59,
C_HTC_M,HR,2006,155.2,343.8,173.0,410.0,26.092,23.89,
C_HTC_M,HR,2007,162.9,339.8,184.0,411.0,26.356,18.63,
C_HTC_M,HR,2008,112.5,257.4,,,,,
C_HTC_M,HR,2009,171.3,334.6,198.0,417.0,18.196,11.83,
C_HTC_M,HR,2010,144.5,333.3,158.0,390.0,13.618,9.21,
C_HTC_M,HR,2011,126.6,337.1,143.0,389.0,17.153,11.41,
C_HTC_M,HR,2012,217.1,466.1,236.0,527.0,20.374,13.47,
C_HTC_M,HR,2013,118.3,372.1,131.0,443.0,36.93,20.78,
C_HTC_M,HR,2014,133.7,377.3,153.0,441.0,27.743,16.92,
C_HTC_M,HR,2015,225.3,541.6,242.0,610.0,36.878,19.21,
C_HTC_M,HR,2016,314.7,616.3,349.0,703.0,24.455,13.17,
C_HTC_M,HR,2017,286.9,553.0,327.0,648.0,30.441,14.85,
C_HTC_M,HR,2018,259.6,730.8,325.0,889.0,48.728,20.22,
C_HTC_M,HR,2019,531.2,999.3,619.0,1154.0,83.422,28.36,
C_HTC_M,HR,2020,592.8,1115.0,683.0,1312.0,79.116,26.37,
C_HTC_M,HR,2021,700.6,1258.0,943.0,1949.0,106.717,31.63,
C_HTC_M,HR,2022,333.3,697.2,423.0,983.0,35.094,6.74,
C_HTC_M,HR,2023,332.8,726.6,421.0,1025.0,45.015,7.61,
C_HTC_M,HU,2005,,,,,,,
C_HTC_M,HU,2006,1401.0,2007.0,1787.0,2609.0,69.412,15.97,
C_HTC_M,HU,2007,1663.0,2242.0,2151.0,2967.0,108.785,22.11,
C_HTC_M,HU,2008,1762.0,2436.0,2163.0,3057.0,124.126,22.29,
C_HTC_M,HU,2009,1693.0,2485.0,1876.0,2912.0,113.999,18.66,
C_HTC_M,HU,2010,1936.0,2829.0,2151.0,3598.0,126.298,18.75,
C_HTC_M,HU,2011,2220.0,3122.0,2460.0,3613.0,143.401,19.07,
C_HTC_M,HU,2012,2528.0,3796.0,2732.0,4256.0,159.34,19.31,
C_HTC_M,HU,2013,2656.0,4086.0,2976.0,4772.0,198.966,20.25,
C_HTC_M,HU,2014,2800.0,3676.0,3042.0,4197.0,201.159,19.68,
C_HTC_M,HU,2015,3012.0,3901.0,3265.0,4344.0,205.478,18.52,
C_HTC_M,HU,2016,3328.0,4292.0,3519.0,4651.0,224.075,22.03,
C_HTC_M,HU,2017,3523.0,4915.0,3802.0,5526.0,276.861,22.64,
C_HTC_M,HU,2018,4002.0,5513.0,4332.0,6343.0,353.603,22.8,
C_HTC_M,HU,2019,4510.0,6310.0,4843.0,7166.0,335.897,20.72,
C_HTC_M,HU,2020,4862.0,6560.0,5218.0,7293.0,432.713,25.77,
C_HTC_M,HU,2021,,,,,,,
C_HTC_M,HU,2022,5487.0,7384.0,5910.0,8265.0,445.291,26.35,
C_HTC_M,HU,2023,5649.0,7258.0,6073.0,8094.0,577.033,29.11,
C_HTC_M,IE,2005,,,,,,,
C_HTC_M,IE,2006,,,,,,,
C_HTC_M,IE,2007,,,,,,,
C_HTC_M,IE,2008,,,,,,,
C_HTC_M,IE,2009,,,,,,,
C_HTC_M,IE,2010,,,,,,,
C_HTC_M,IE,2011,,,,1283.0,,,
C_HTC_M,IE,2012,,,,,,,
C_HTC_M,IE,2013,486.0,909.4,706.0,1431.0,87.302,4.32,
C_HTC_M,IE,2014,,,,,,,
C_HTC_M,IE,2015,581.0,1055.0,906.0,2057.0,159.0,7.12,
C_HTC_M,IE,2016,,,,,,,
C_HTC_M,IE,2017,883.0,1674.0,1182.0,2274.0,187.957,6.78,
C_HTC_M,IE,2018,,,,,,,
C_HTC_M,IE,2019,459.0,1191.0,798.0,1984.0,152.826,4.69,
C_HTC_M,IE,2020,,,,,,,
C_HTC_M,IE,2021,1180.0,3394.0,1558.0,4636.0,539.342,13.9,
C_HTC_M,IE,2022,,,,,,,
C_HTC_M,IE,2023,2040.0,,2320.0,5441.0,,,
C_HTC_M,IS,2005,,,,,,,
C_HTC_M,IS,2006,,,,,,,
C_HTC_M,IS,2007,,,,,,,
C_HTC_M,IS,2008,,,,,,,
C_HTC_M,IS,2009,,,,,,,
C_HTC_M,IS,2010,,,,,,,
C_HTC_M,IS,2011,66.8,108.9,87.0,140.0,10.011,7.17,
C_HTC_M,IS,2012,,,,,,,
C_HTC_M,IS,2013,46.6,34.9,69.0,183.0,7.188,6.27,
C_HTC_M,IS,2014,,,,,7.859,4.93,
C_HTC_M,IS,2015,,,,,18.014,7.92,
C_HTC_M,IS,2016,,,,,20.354,7.96,
C_HTC_M,IS,2017,126.0,278.0,164.0,395.0,23.813,8.1,
C_HTC_M,IS,2018,126.0,278.0,164.0,395.0,26.807,9.37,
C_HTC_M,IS,2019,,,,,21.083,5.95,
C_HTC_M,IS,2020,,,,,21.879,6.85,
C_HTC_M,IS,2021,81.0,298.0,128.0,444.0,70.709,16.28,
C_HTC_M,IS,2022,83.0,318.0,131.0,471.0,77.979,15.19,
C_HTC_M,IS,2023,114.0,417.0,176.0,596.0,84.628,14.71,
C_HTC_M,IT,2005,,,,,,,
C_HTC_M,IT,2006,,,,,,,
C_HTC_M,IT,2007,10616.1,35060.2,12672.0,44673.0,3722.9,39.38,
C_HTC_M,IT,2008,11660.1,39491.7,13793.0,51909.0,4049.5,39.81,
C_HTC_M,IT,2009,11745.4,38681.1,13776.0,50681.0,3867.7,37.78,
C_HTC_M,IT,2010,12414.3,40105.8,14529.0,52366.0,4071.3,38.48,
C_HTC_M,IT,2011,12918.9,42018.0,15209.0,54117.0,4391.4,40.57,
C_HTC_M,IT,2012,13346.4,44413.7,15748.0,57306.0,4618.9,41.58,
C_HTC_M,IT,2013,14120.0,46411.9,16397.0,60143.0,4673.6,40.71,
C_HTC_M,IT,2014,14346.9,46771.9,16571.0,61058.0,5029.376,40.74,
C_HTC_M,IT,2015,16298.7,49397.0,18570.0,64625.0,5094.6,39.53,
C_HTC_M,IT,2016,17774.0,59736.0,20763.0,78815.0,5963.529,42.33,
C_HTC_M,IT,2017,19399.5,65680.3,23093.0,88787.0,5975.694,40.27,
C_HTC_M,IT,2018,21523.7,70424.2,25949.0,96470.0,6259.462,39.28,
C_HTC_M,IT,2019,23790.1,69903.9,28106.0,95212.0,6424.411,38.73,
C_HTC_M,IT,2020,22926.1,69221.0,27421.0,93926.0,6242.598,40.36,
C_HTC_M,IT,2021,18531.0,57926.0,22476.0,80395.0,5386.101,34.43,
C_HTC_M,IT,2022,20285.0,58398.0,24311.0,80786.0,5668.382,34.84,
C_HTC_M,IT,2023,18680.0,57961.0,22576.0,79814.0,6051.104,35.27,
C_HTC_M,JP,2005,170171.0,229325.0,,,36124.56,38.79,
C_HTC_M,JP,2006,172841.0,236209.0,,,35520.935,38.92,
C_HTC_M,JP,2007,178040.0,242638.0,,,33667.436,39.25,
C_HTC_M,JP,2008,178545.0,240279.0,,,34457.711,38.53,
C_HTC_M,JP,2009,184568.0,243590.0,,,35956.199,39.11,
C_HTC_M,JP,2010,189594.0,248557.0,,,41531.211,40.2,
C_HTC_M,JP,2011,183728.0,239675.0,,,44814.699,40.52,
C_HTC_M,JP,2012,179440.0,231805.0,,,49204.303,41.44,
C_HTC_M,JP,2013,182430.0,234960.0,,,42161.067,43.07,
C_HTC_M,JP,2014,202315.0,259931.0,,,42036.348,43.41,
C_HTC_M,JP,2015,199476.0,258484.0,,,45415.576,44.57,
C_HTC_M,JP,2016,203133.0,259113.0,,,51245.799,46.25,
C_HTC_M,JP,2017,204090.0,263789.0,,,49523.755,45.48,
C_HTC_M,JP,2018,202981.0,262123.0,,,49730.115,45.57,
C_HTC_M,JP,2019,209240.0,268688.0,,,54919.744,47.15,
C_HTC_M,JP,2020,217890.0,275966.0,,,55101.674,48.44,
C_HTC_M,JP,2021,,,,,52497.49,47.93,
C_HTC_M,JP,2022,,,,,53516.533,48.82,
C_HTC_M,JP,2023,,,,,,,
C_HTC_M,KR,2005,34610.2,41313.0,,,4240.838,29.09,
C_HTC_M,KR,2006,43662.1,50516.9,,,5276.163,29.93,
C_HTC_M,KR,2007,43627.8,50832.3,,,6075.241,32.41,
C_HTC_M,KR,2008,51749.1,60923.1,,,4695.019,29.0,
C_HTC_M,KR,2009,52409.8,63470.2,,,4443.887,27.97,
C_HTC_M,KR,2010,55004.3,65140.4,,,5865.566,27.39,
C_HTC_M,KR,2011,62129.1,73698.7,,,6796.705,27.43,
C_HTC_M,KR,2012,70847.7,84088.2,,,8111.902,27.17,
C_HTC_M,KR,2013,73354.4,86955.0,,,8505.262,26.56,
C_HTC_M,KR,2014,79600.8,94213.9,,,9262.562,25.98,
C_HTC_M,KR,2015,84100.4,97863.5,,,11349.835,27.89,
C_HTC_M,KR,2016,87986.3,103003.6,,,11458.131,27.27,
C_HTC_M,KR,2017,97027.8,113555.8,,,13418.729,27.38,
C_HTC_M,KR,2018,103527.8,120798.7,,,14262.582,26.92,
C_HTC_M,KR,2019,105740.1,122472.0,,,14522.938,26.51,
C_HTC_M,KR,2020,104370.7,120426.4,,,14303.648,26.15,
C_HTC_M,KR,2021,,,,,15441.758,25.88,
C_HTC_M,KR,2022,,,,,,,
C_HTC_M,KR,2023,,,,,,,
C_HTC_M,LT,2005,,,,,,,
C_HTC_M,LT,2006,,,,,,,
C_HTC_M,LT,2007,,,,,,,
C_HTC_M,LT,2008,232.0,338.0,238.0,351.0,8.37,13.67,
C_HTC_M,LT,2009,216.0,302.0,247.0,357.0,5.184,9.51,
C_HTC_M,LT,2010,,,249.0,298.0,5.648,8.75,
C_HTC_M,LT,2011,,302.0,287.0,381.0,7.125,9.61,
C_HTC_M,LT,2012,,,,,14.693,18.29,
C_HTC_M,LT,2013,295.0,351.0,344.0,408.0,9.491,11.22,
C_HTC_M,LT,2014,316.0,400.0,,,17.059,14.66,
C_HTC_M,LT,2015,297.0,370.0,393.0,504.0,13.468,12.62,
C_HTC_M,LT,2016,,,,,,,
C_HTC_M,LT,2017,343.0,413.0,411.0,499.0,12.98,9.31,
C_HTC_M,LT,2018,408.0,546.0,489.0,687.0,32.936,18.47,
C_HTC_M,LT,2019,425.0,548.0,493.0,665.0,26.002,12.37,
C_HTC_M,LT,2020,401.0,589.0,502.0,758.0,27.995,10.55,
C_HTC_M,LT,2021,545.2,745.4,720.0,1027.0,38.334,12.5,
C_HTC_M,LT,2022,475.2,684.2,559.0,823.0,50.629,14.29,
C_HTC_M,LT,2023,,,,,,,
C_HTC_M,LU,2005,,,,,,,
C_HTC_M,LU,2006,,,,,,,
C_HTC_M,LU,2007,,,,,,,
C_HTC_M,LU,2008,,,,,,,
C_HTC_M,LU,2009,113.5,247.2,127.0,296.0,21.61,4.59,
C_HTC_M,LU,2010,,,,,,,
C_HTC_M,LU,2011,,,,,,,
C_HTC_M,LU,2012,,,,,,,
C_HTC_M,LU,2013,,,,,,,
C_HTC_M,LU,2014,,,,,,,
C_HTC_M,LU,2015,,,,,,,
C_HTC_M,LU,2016,,,,,,,
C_HTC_M,LU,2017,,,,,,,
C_HTC_M,LU,2018,,,,,,,
C_HTC_M,LU,2019,,,,,,,
C_HTC_M,LU,2020,,,,,,,
C_HTC_M,LU,2021,181.3,308.9,231.0,395.0,30.233,7.92,
C_HTC_M,LU,2022,,,,,,,
C_HTC_M,LU,2023,,,,,,,
C_HTC_M,LV,2005,,,,,,,
C_HTC_M,LV,2006,,,,,,,
C_HTC_M,LV,2007,,,,,,,
C_HTC_M,LV,2008,,,,97.0,,,
C_HTC_M,LV,2009,,,,230.0,,,
C_HTC_M,LV,2010,,179.0,,464.0,,,
C_HTC_M,LV,2011,,,,193.0,,,
C_HTC_M,LV,2012,,,94.0,185.0,,,
C_HTC_M,LV,2013,,,,,,,
C_HTC_M,LV,2014,,,,,,,
C_HTC_M,LV,2015,,,,,,,
C_HTC_M,LV,2016,114.0,252.0,141.0,299.0,6.8,25.19,
C_HTC_M,LV,2017,101.0,,125.0,242.0,6.22,16.59,
C_HTC_M,LV,2018,104.0,259.0,142.0,312.0,5.84,12.61,
C_HTC_M,LV,2019,134.0,275.0,155.0,314.0,10.43,20.33,
C_HTC_M,LV,2020,154.0,285.0,191.0,,,,
C_HTC_M,LV,2021,165.0,289.0,217.0,398.0,14.286,15.4,
C_HTC_M,LV,2022,195.0,322.0,245.0,408.0,14.074,13.29,
C_HTC_M,LV,2023,140.0,236.0,226.0,335.0,12.856,10.88,
C_HTC_M,ME,2005,,,,,,,
C_HTC_M,ME,2006,,,,,,,
C_HTC_M,ME,2007,,,,,,,
C_HTC_M,ME,2008,,,,,,,
C_HTC_M,ME,2009,,,,,,,
C_HTC_M,ME,2010,,,,,,,
C_HTC_M,ME,2011,,,,,,,
C_HTC_M,ME,2012,,,,,,,
C_HTC_M,ME,2013,,,,,,,
C_HTC_M,ME,2014,,,,,,,
C_HTC_M,ME,2015,,,,,,,
C_HTC_M,ME,2016,,,,,,,
C_HTC_M,ME,2017,1.6,2.6,5.0,10.0,0.071,2.53,
C_HTC_M,ME,2018,1.6,2.6,6.0,11.0,0.101,1.12,
C_HTC_M,ME,2019,0.0,0.0,2.0,2.0,0.0,0.0,
C_HTC_M,ME,2020,,,,,,,
C_HTC_M,ME,2021,,,,,,,
C_HTC_M,ME,2022,,,,,,,
C_HTC_M,ME,2023,,,,,,,
C_HTC_M,MK,2005,,,,,,,
C_HTC_M,MK,2006,,,,,,,
C_HTC_M,MK,2007,,,,,,,
C_HTC_M,MK,2008,,,,,,,
C_HTC_M,MK,2009,,,,,,,
C_HTC_M,MK,2010,,,,,,,
C_HTC_M,MK,2011,,,,,,,
C_HTC_M,MK,2012,,,,,,,
C_HTC_M,MK,2013,,,,,,,
C_HTC_M,MK,2014,,,,,,,
C_HTC_M,MK,2015,15.5,19.5,,,0.288,4.13,
C_HTC_M,MK,2016,16.3,43.3,29.0,82.0,0.734,7.45,
C_HTC_M,MK,2017,204.1,245.4,214.0,263.0,5.2,55.39,
C_HTC_M,MK,2018,28.3,42.2,45.0,73.0,0.836,7.0,
C_HTC_M,MK,2019,265.8,332.3,277.0,353.0,7.199,62.68,
C_HTC_M,MK,2020,35.3,61.3,39.0,72.0,0.884,8.51,
C_HTC_M,MK,2021,,,,,,,
C_HTC_M,MK,2022,60.7,89.7,65.0,94.0,1.938,14.83,
C_HTC_M,MK,2023,,,,,,,
C_HTC_M,MT,2005,,,,,,,
C_HTC_M,MT,2006,,,,,,,
C_HTC_M,MT,2007,,,,,,,
C_HTC_M,MT,2008,30.5,125.0,33.0,133.0,3.458,16.13,
C_HTC_M,MT,2009,28.5,145.0,30.0,150.0,2.935,14.58,
C_HTC_M,MT,2010,44.0,168.0,46.0,174.0,3.727,15.18,
C_HTC_M,MT,2011,55.5,210.0,57.0,215.0,4.282,14.29,
C_HTC_M,MT,2012,39.5,130.0,42.0,136.0,2.644,7.73,
C_HTC_M,MT,2013,42.0,116.0,48.0,124.0,2.89,9.46,
C_HTC_M,MT,2014,32.5,109.5,36.0,114.0,3.026,9.04,
C_HTC_M,MT,2015,32.5,109.0,36.0,114.0,3.11,8.47,
C_HTC_M,MT,2016,37.5,124.5,42.0,131.0,3.592,9.88,
C_HTC_M,MT,2017,40.5,115.5,42.0,119.0,3.308,7.68,
C_HTC_M,MT,2018,46.0,116.5,47.0,119.0,3.573,7.6,
C_HTC_M,MT,2019,46.0,125.0,49.0,129.0,4.064,8.19,
C_HTC_M,MT,2020,85.0,143.5,87.0,146.0,5.024,9.18,
C_HTC_M,MT,2021,75.0,165.0,76.0,166.0,12.177,18.96,
C_HTC_M,MT,2022,81.0,138.0,84.0,148.0,4.541,6.96,
C_HTC_M,MT,2023,83.0,151.0,88.0,160.0,4.815,6.2,
C_HTC_M,NL,2005,,,,,,,
C_HTC_M,NL,2006,,,,,,,
C_HTC_M,NL,2007,,,,,,,
C_HTC_M,NL,2008,8627.0,17834.0,10129.0,21537.0,2151.0,40.87,
C_HTC_M,NL,2009,6693.0,15659.0,7218.0,17809.0,2002.0,40.86,
C_HTC_M,NL,2010,8429.0,17382.0,9926.0,21575.0,1975.0,37.85,
C_HTC_M,NL,2011,8585.6,18025.2,10799.0,23909.0,2094.763,30.26,
C_HTC_M,NL,2012,10193.5,19332.9,12521.0,25464.0,2175.859,30.74,
C_HTC_M,NL,2013,,,,,,,
C_HTC_M,NL,2014,,,,,,,
C_HTC_M,NL,2015,,,,,,,
C_HTC_M,NL,2016,,,,,,,
C_HTC_M,NL,2017,,,,,,,
C_HTC_M,NL,2018,,,,,,,
C_HTC_M,NL,2019,,,,,,,
C_HTC_M,NL,2020,,,,,,,
C_HTC_M,NL,2021,,,,,,,
C_HTC_M,NL,2022,17523.0,30206.0,20538.0,36091.0,4660.885,31.48,
C_HTC_M,NL,2023,19932.0,33198.0,22664.0,39128.0,5462.977,32.69,
C_HTC_M,NO,2005,,,,,,,
C_HTC_M,NO,2006,,,,,,,
C_HTC_M,NO,2007,,,,,,,
C_HTC_M,NO,2008,,,,,,,
C_HTC_M,NO,2009,,,,,,,
C_HTC_M,NO,2010,,,,,312.969,11.43,
C_HTC_M,NO,2011,,,,,,,
C_HTC_M,NO,2012,,,2226.0,,,,
C_HTC_M,NO,2013,,,,,,,
C_HTC_M,NO,2014,,,,,,,
C_HTC_M,NO,2015,,,,,,,
C_HTC_M,NO,2016,,,,,,,
C_HTC_M,NO,2017,,,,,,,
C_HTC_M,NO,2018,,,,,,,
C_HTC_M,NO,2019,,,,,,,
C_HTC_M,NO,2020,,,,,,,
C_HTC_M,NO,2021,1777.0,2696.0,2488.0,3968.0,493.633,11.41,
C_HTC_M,NO,2022,1911.0,3006.0,2620.0,4255.0,631.85,12.99,
C_HTC_M,NO,2023,1971.0,3106.0,2676.0,4395.0,545.337,11.61,
C_HTC_M,PL,2005,2370.7,3495.5,3207.0,4990.0,121.974,27.72,
C_HTC_M,PL,2006,2257.3,3970.2,3112.0,5524.0,115.121,24.13,
C_HTC_M,PL,2007,,3345.9,2971.0,4757.0,118.191,22.08,
C_HTC_M,PL,2008,1896.2,2898.2,3224.0,4818.0,145.525,21.44,
C_HTC_M,PL,2009,2373.3,3527.3,3089.0,5019.0,174.485,29.21,
C_HTC_M,PL,2010,2457.2,4295.1,3108.0,5629.0,155.606,22.41,
C_HTC_M,PL,2011,2826.7,5680.8,3585.0,7238.0,208.076,24.35,
C_HTC_M,PL,2012,4004.1,6125.1,4815.0,7687.0,317.992,24.91,
C_HTC_M,PL,2013,5001.5,7092.6,5726.0,8666.0,,,
C_HTC_M,PL,2014,5746.4,8348.1,6352.0,9583.0,399.422,22.19,
C_HTC_M,PL,2015,6578.0,9330.2,7488.0,11022.0,464.712,23.12,
C_HTC_M,PL,2016,8091.7,10825.2,9501.0,12921.0,501.765,18.58,
C_HTC_M,PL,2017,10241.2,13147.0,,,624.994,20.05,
C_HTC_M,PL,2018,10327.6,14318.3,12743.0,18515.0,864.558,21.74,
C_HTC_M,PL,2019,10978.0,15413.0,13688.0,19971.0,892.765,20.16,
C_HTC_M,PL,2020,11500.0,16006.5,14178.0,20828.0,772.408,16.86,
C_HTC_M,PL,2021,,,,,,,
C_HTC_M,PL,2022,,,,,,,
C_HTC_M,PL,2023,,,,,,,
C_HTC_M,PT,2005,,,,,,,
C_HTC_M,PT,2006,,,,,,,
C_HTC_M,PT,2007,835.8,2075.7,1316.0,3752.0,100.357,9.93,
C_HTC_M,PT,2008,1167.2,2308.7,1916.0,4179.0,130.612,10.09,
C_HTC_M,PT,2009,1136.3,2046.8,1846.0,3626.0,127.811,9.75,
C_HTC_M,PT,2010,1027.7,1829.0,1727.0,3233.0,121.38,9.59,
C_HTC_M,PT,2011,1254.0,2170.6,2011.0,3716.0,116.845,9.61,
C_HTC_M,PT,2012,1233.2,2046.7,2058.0,3550.0,116.949,10.14,
C_HTC_M,PT,2013,831.7,1922.0,1362.0,3357.0,104.011,9.69,
C_HTC_M,PT,2014,1154.6,2123.9,2016.0,3891.0,105.121,10.15,
C_HTC_M,PT,2015,1289.0,2248.9,2375.0,4188.0,110.886,10.7,
C_HTC_M,PT,2016,1420.0,2541.2,2640.0,4723.0,135.668,11.73,
C_HTC_M,PT,2017,1556.6,2765.2,2880.0,5267.0,131.46,10.09,
C_HTC_M,PT,2018,1709.8,2716.8,3488.0,5678.0,140.751,9.88,
C_HTC_M,PT,2019,1924.2,3072.1,3687.0,5962.0,155.024,9.87,
C_HTC_M,PT,2020,2015.3,3221.3,4011.0,6637.0,166.578,9.04,
C_HTC_M,PT,2021,,,,,,,
C_HTC_M,PT,2022,,,,,,,
C_HTC_M,PT,2023,,,,,,,
C_HTC_M,RO,2005,,,,,,,
C_HTC_M,RO,2006,,,,,,,
C_HTC_M,RO,2007,,,,,,,
C_HTC_M,RO,2008,2106.0,3464.0,2153.0,3555.0,74.746,30.82,
C_HTC_M,RO,2009,2308.0,3411.0,2350.0,3482.0,79.131,35.43,
C_HTC_M,RO,2010,1997.0,2980.0,2092.0,3108.0,68.963,31.41,
C_HTC_M,RO,2011,723.0,1766.0,847.0,2320.0,96.176,40.59,
C_HTC_M,RO,2012,918.0,1880.0,948.0,1973.0,61.296,24.42,
C_HTC_M,RO,2013,966.0,1731.0,979.0,1780.0,55.111,32.23,
C_HTC_M,RO,2014,1156.0,2991.0,1172.0,3155.0,83.905,35.19,
C_HTC_M,RO,2015,946.0,3177.0,962.0,3322.0,109.73,31.88,
C_HTC_M,RO,2016,937.0,3276.0,979.0,3408.0,128.031,28.35,
C_HTC_M,RO,2017,762.0,3370.0,778.0,3456.0,146.247,27.29,
C_HTC_M,RO,2018,1453.0,3670.0,1512.0,3779.0,170.77,28.08,
C_HTC_M,RO,2019,1562.0,3889.0,1603.0,3966.0,187.047,30.32,
C_HTC_M,RO,2020,1644.0,4053.0,1659.0,4079.0,212.313,35.07,
C_HTC_M,RO,2021,1969.0,4237.0,2002.0,4339.0,235.38,34.12,
C_HTC_M,RO,2022,1880.0,4548.0,1919.0,4712.0,283.396,34.96,
C_HTC_M,RO,2023,2587.0,5653.0,2668.0,5980.0,464.27,44.93,
C_HTC_M,RS,2005,,,,,,,
C_HTC_M,RS,2006,,,,,,,
C_HTC_M,RS,2007,,,,,,,
C_HTC_M,RS,2008,3.6,108.0,8.0,110.0,,,
C_HTC_M,RS,2009,3.6,117.0,8.0,160.0,1.066,2.8,
C_HTC_M,RS,2010,4.0,26.2,14.0,66.0,0.373,1.45,
C_HTC_M,RS,2011,11.8,24.5,20.0,40.0,0.748,3.29,
C_HTC_M,RS,2012,30.0,137.8,32.0,162.0,,,
C_HTC_M,RS,2013,24.9,140.4,38.0,187.0,,,
C_HTC_M,RS,2014,28.5,145.5,31.0,158.0,,,
C_HTC_M,RS,2015,23.9,140.4,37.0,187.0,4.283,4.66,
C_HTC_M,RS,2016,21.2,135.7,35.0,183.0,3.214,2.78,
C_HTC_M,RS,2017,23.9,154.3,37.0,204.0,4.415,3.52,
C_HTC_M,RS,2018,26.9,152.5,40.0,200.0,8.332,5.41,
C_HTC_M,RS,2019,57.6,158.1,62.0,169.0,9.114,5.65,
C_HTC_M,RS,2020,21.7,64.0,23.0,71.0,1.324,0.8,
C_HTC_M,RS,2021,34.0,52.0,38.0,67.0,1.29,0.54,
C_HTC_M,RS,2022,39.0,80.0,43.0,99.0,5.17,2.03,
C_HTC_M,RS,2023,14.0,52.0,18.0,64.0,1.526,0.53,
C_HTC_M,RU,2005,,,,,,,
C_HTC_M,RU,2006,,,,,,,
C_HTC_M,RU,2007,,,,,,,
C_HTC_M,RU,2008,,,,,,,
C_HTC_M,RU,2009,,,,,,,
C_HTC_M,RU,2010,,,,,,,
C_HTC_M,RU,2011,,,,,,,
C_HTC_M,RU,2012,,,,,,,
C_HTC_M,RU,2013,,,,,,,
C_HTC_M,RU,2014,,,,,,,
C_HTC_M,RU,2015,,,,,,,
C_HTC_M,RU,2016,,,,,,,
C_HTC_M,RU,2017,,,,,,,
C_HTC_M,RU,2018,,,,,,,
C_HTC_M,RU,2019,,,,,,,
C_HTC_M,RU,2020,,,,,,,
C_HTC_M,RU,2021,,,,,,,
C_HTC_M,RU,2022,,,,,,,
C_HTC_M,RU,2023,,,,,,,
C_HTC_M,SE,2005,,,,,,,
C_HTC_M,SE,2006,,,,,,,
C_HTC_M,SE,2007,,,,,,,
C_HTC_M,SE,2008,,,,,,,
C_HTC_M,SE,2009,10612.0,17244.0,11931.0,19518.0,2428.549,32.05,
C_HTC_M,SE,2010,,,,,,,
C_HTC_M,SE,2011,10249.0,,11121.0,19190.0,2875.59,31.64,
C_HTC_M,SE,2012,,,,,,,
C_HTC_M,SE,2013,13137.0,19072.0,14656.0,21697.0,3392.591,34.16,
C_HTC_M,SE,2014,,,,,,,
C_HTC_M,SE,2015,14941.0,18533.0,16740.0,21653.0,3431.015,33.58,
C_HTC_M,SE,2016,,,,,,,
C_HTC_M,SE,2017,19735.0,23842.0,21599.0,26465.0,4474.37,38.86,
C_HTC_M,SE,2018,,,,,,,
