nace_r2,geo,time,pers2_FTE_RSE,pers2_FTE_TOTAL,pers2_HC_RSE,pers2_HC_TOTAL,exp2_MIO_EUR,exp2_PC_TOT,fem2_FTE_RSE
C_HTC,RU,2006,,,,,,,
C_HTC,RU,2007,,,,,,,
C_HTC,RU,2008,,,,,,,
C_HTC,RU,2009,,,,,,,
C_HTC,RU,2010,,,,,,,
C_HTC,RU,2011,,,,,,,
C_HTC,RU,2012,,,,,,,
C_HTC,RU,2013,,,,,,,
C_HTC,RU,2014,,,,,,,
C_HTC,RU,2015,,,,,,,
C_HTC,RU,2016,,,,,,,
C_HTC,RU,2017,,,,,,,
C_HTC,RU,2018,,,,,,,
C_HTC,RU,2019,,,,,,,
C_HTC,RU,2020,,,,,,,
C_HTC,RU,2021,,,,,,,
C_HTC,RU,2022,,,,,,,
C_HTC,RU,2023,,,,,,,
C_HTC,SE,2005,,,,,,,
C_HTC,SE,2006,,,,,,,
C_HTC,SE,2007,,,,,2641.593,31.19,
C_HTC,SE,2008,,,,,,,
C_HTC,SE,2009,5787.0,15175.0,6017.0,15718.0,2346.244,30.96,
C_HTC,SE,2010,,,,,,,
C_HTC,SE,2011,5690.0,15246.0,5934.0,15751.0,2963.41,32.61,
C_HTC,SE,2012,,,,,,,
C_HTC,SE,2013,12568.0,,12849.0,14229.0,2830.954,28.5,
C_HTC,SE,2014,,,,,,,
C_HTC,SE,2015,,13085.0,,13637.0,,,
C_HTC,SE,2016,,,,,,,
C_HTC,SE,2017,,3403.0,,3893.0,,,
C_HTC,SE,2018,,,,,,,
C_HTC,SE,2019,2818.0,3507.0,3200.0,4021.0,,,
C_HTC,SE,2020,,,,,,,
C_HTC,SE,2021,,,,,,,
C_HTC,SE,2022,,,,,,,
C_HTC,SE,2023,,,,,,,
C_HTC,SI,2005,,,,,,,
C_HTC,SI,2006,,,,,,,
C_HTC,SI,2007,,,,,,,
C_HTC,SI,2008,802.0,1969.0,808.0,1986.0,182.544,45.83,
C_HTC,SI,2009,786.0,1878.0,793.0,1865.0,173.735,40.94,
C_HTC,SI,2010,828.0,1943.0,830.0,1952.0,199.587,39.46,
C_HTC,SI,2011,850.0,1923.0,864.0,1978.0,202.426,30.65,
C_HTC,SI,2012,803.0,1765.0,809.0,1826.0,202.511,28.8,
C_HTC,SI,2013,770.0,1943.0,785.0,1972.0,201.129,28.11,
C_HTC,SI,2014,810.0,1892.0,825.0,1936.0,203.68,29.58,
C_HTC,SI,2015,831.0,1934.0,866.0,2009.0,222.919,34.26,
C_HTC,SI,2016,876.0,1979.0,905.0,2053.0,212.77,34.62,
C_HTC,SI,2017,1020.0,2075.0,,,,,
C_HTC,SI,2018,1001.8,2052.5,,,,,
C_HTC,SI,2019,1011.5,2257.8,,,,,
C_HTC,SI,2020,1170.0,2257.7,,,,,
C_HTC,SI,2021,1384.6,2708.9,,,312.192,38.27,
C_HTC,SI,2022,1351.5,2721.0,1432.0,2897.0,338.303,40.28,
C_HTC,SI,2023,1231.0,2451.0,,,,,
C_HTC,SK,2005,,,,,11.372,11.74,
C_HTC,SK,2006,,,,,,,
C_HTC,SK,2007,,,,,,,
C_HTC,SK,2008,,,,,,,
C_HTC,SK,2009,,,,,,,
C_HTC,SK,2010,73.7,132.3,107.0,189.0,13.491,7.7,
C_HTC,SK,2011,91.2,151.0,127.0,216.0,15.596,8.96,
C_HTC,SK,2012,122.9,198.7,140.0,239.0,12.99,5.37,
C_HTC,SK,2013,103.3,155.3,133.0,221.0,5.888,2.08,
C_HTC,SK,2014,133.3,209.9,175.0,297.0,7.713,3.13,
C_HTC,SK,2015,148.3,260.1,195.0,358.0,7.55,2.91,
C_HTC,SK,2016,157.7,291.2,197.0,396.0,11.518,3.57,
C_HTC,SK,2017,139.4,247.9,189.0,405.0,9.121,2.25,
C_HTC,SK,2018,139.7,263.8,185.0,445.0,9.712,2.39,
C_HTC,SK,2019,127.5,229.7,182.0,412.0,8.89,2.09,
C_HTC,SK,2020,145.2,250.8,201.0,423.0,9.368,2.06,
C_HTC,SK,2021,,,,,,,
C_HTC,SK,2022,173.7,317.2,263.0,539.0,9.494,1.54,
C_HTC,SK,2023,245.8,382.5,378.0,673.0,14.708,2.06,
C_HTC,TR,2005,,,,,,,
C_HTC,TR,2006,,,,,,,
C_HTC,TR,2007,,,,,,,
C_HTC,TR,2008,,,,,,,
C_HTC,TR,2009,3316.7,4538.2,3529.0,4859.0,249.827,16.7,
C_HTC,TR,2010,1149.4,1960.3,1322.0,2273.0,107.468,5.44,
C_HTC,TR,2011,1773.4,2465.5,1970.0,2856.0,146.611,7.11,
C_HTC,TR,2012,1904.7,2658.1,2126.0,3073.0,169.413,6.65,
C_HTC,TR,2013,2322.8,3151.5,2525.0,3601.0,194.513,7.01,
C_HTC,TR,2014,2619.3,3572.5,2880.0,4058.0,165.508,5.49,
C_HTC,TR,2015,5547.0,6830.0,5897.0,7438.0,565.628,15.27,
C_HTC,TR,2016,5744.0,7146.0,6119.0,7720.0,770.062,17.66,
C_HTC,TR,2017,6340.0,7964.0,6897.0,8755.0,772.988,17.3,
C_HTC,TR,2018,6834.0,8756.0,7356.0,9454.0,812.817,18.32,
C_HTC,TR,2019,8166.0,10680.0,8748.0,11478.0,840.728,16.73,
C_HTC,TR,2020,10098.0,12727.0,10490.0,13292.0,783.842,16.4,
C_HTC,TR,2021,11450.0,14582.0,11899.0,15369.0,1014.799,17.1,
C_HTC,TR,2022,13568.0,16601.0,14123.0,17419.0,1158.1,16.52,
C_HTC,TR,2023,12000.0,15236.0,12472.0,15940.0,1249.202,13.08,
C_HTC,UK,2005,,,,,,,
C_HTC,UK,2006,,,,,,,
C_HTC,UK,2007,13265.6,19990.1,,,2649.268,11.6,
C_HTC,UK,2008,11477.5,16925.1,,,1955.594,9.8,
C_HTC,UK,2009,9702.4,14236.0,9904.0,14661.0,1553.864,8.86,
C_HTC,UK,2010,9367.2,13479.8,,,1497.249,7.99,
C_HTC,UK,2011,9416.7,15012.0,11163.0,17818.0,1735.378,8.65,
C_HTC,UK,2012,9151.1,14095.5,,,1826.187,8.66,
C_HTC,UK,2013,9156.1,14062.5,11487.0,17833.0,1741.045,8.02,
C_HTC,UK,2014,9398.2,14759.9,,,1744.529,7.05,
C_HTC,UK,2015,8826.7,14522.0,11536.0,17995.0,1891.601,6.57,
C_HTC,UK,2016,10599.8,15688.7,,,1797.237,6.63,
C_HTC,UK,2017,8665.3,14001.9,2213.0,17327.0,1730.298,6.4,
C_HTC,UK,2018,10729.3,16011.3,,,1816.188,6.41,
C_HTC,UK,2019,,,,,,,
C_HTC,UK,2020,,,,,,,
C_HTC,UK,2021,,,,,,,
C_HTC,UK,2022,,,,,,,
C_HTC,UK,2023,,,,,,,
C_HTC,US,2005,,,,,,,
C_HTC,US,2006,,,,,,,
C_HTC,US,2007,,,,,,,
C_HTC,US,2008,,,,,73833.968,37.36,
C_HTC,US,2009,,,,,72677.803,35.9,
C_HTC,US,2010,,,,,82439.466,39.18,
C_HTC,US,2011,,,,,78055.316,36.95,
C_HTC,US,2012,,,,,88117.995,37.46,
C_HTC,US,2013,,,,,90076.801,37.09,
C_HTC,US,2014,,,,,98233.346,38.3,
C_HTC,US,2015,,,,,117877.422,35.61,
C_HTC,US,2016,,,,,128297.949,36.38,
C_HTC,US,2017,,,,,128155.262,34.75,
C_HTC,US,2018,,,,,134029.636,34.57,
C_HTC,US,2019,,,,,157009.379,34.57,
C_HTC,US,2020,,,,,169138.505,34.83,
C_HTC,US,2021,,,,,195006.341,36.02,
C_HTC,US,2022,,,,,,,
C_HTC,US,2023,,,,,,,
C_HTC_M,AL,2005,,,,,,,
C_HTC_M,AL,2006,,,,,,,
C_HTC_M,AL,2007,,,,,,,
C_HTC_M,AL,2008,,,,,,,
C_HTC_M,AL,2009,,,,,,,
C_HTC_M,AL,2010,,,,,,,
C_HTC_M,AL,2011,,,,,,,
C_HTC_M,AL,2012,,,,,,,
C_HTC_M,AL,2013,,,,,,,
C_HTC_M,AL,2014,,,,,,,
C_HTC_M,AL,2015,,,,,,,
C_HTC_M,AL,2016,,,,,,,
C_HTC_M,AL,2017,,,,,,,
C_HTC_M,AL,2018,,,,,,,
C_HTC_M,AL,2019,,,,,,,
C_HTC_M,AL,2020,,,,,,,
C_HTC_M,AL,2021,,,,,,,
C_HTC_M,AL,2022,,,,,,,
C_HTC_M,AL,2023,,,,,,,
C_HTC_M,AT,2005,,,,,,,
C_HTC_M,AT,2006,4783.2,10561.7,5410.0,12576.0,1325.342,29.79,
C_HTC_M,AT,2007,7335.9,14653.5,8128.0,17010.0,1917.944,39.58,
C_HTC_M,AT,2008,,,,,,,
C_HTC_M,AT,2009,7583.7,14527.0,8254.0,16726.0,2016.814,39.6,
C_HTC_M,AT,2010,,,,,,,
C_HTC_M,AT,2011,7667.2,15350.8,8461.0,18067.0,2153.576,37.83,
C_HTC_M,AT,2012,,,,,,,
C_HTC_M,AT,2013,7439.8,16129.1,8277.0,19349.0,2327.971,34.34,
C_HTC_M,AT,2014,,,,,,,
C_HTC_M,AT,2015,7840.6,17511.9,9053.0,21216.0,2614.407,34.87,
C_HTC_M,AT,2016,,,,,,,
C_HTC_M,AT,2017,8502.6,18831.8,9943.0,23077.0,2995.031,37.97,
C_HTC_M,AT,2018,,,,,,,
C_HTC_M,AT,2019,10203.0,21958.2,12135.0,26935.0,3390.524,38.75,
C_HTC_M,AT,2020,,,,,,,
C_HTC_M,AT,2021,11446.9,23784.1,13655.0,29661.0,3501.662,38.45,
C_HTC_M,AT,2022,,,,,,,
C_HTC_M,AT,2023,12150.8,25836.8,14329.0,31792.0,4174.523,39.31,
C_HTC_M,BA,2005,,,,,,,
C_HTC_M,BA,2006,,,,,,,
C_HTC_M,BA,2007,,,,,,,
C_HTC_M,BA,2008,,,,,,,
C_HTC_M,BA,2009,,,,,,,
C_HTC_M,BA,2010,,,,,,,
C_HTC_M,BA,2011,,,,,,,
C_HTC_M,BA,2012,,,,,,,
C_HTC_M,BA,2013,,,,,,,
C_HTC_M,BA,2014,,,,,,,
C_HTC_M,BA,2015,,,,,,,
C_HTC_M,BA,2016,,,,,,,
C_HTC_M,BA,2017,,,,,,,
C_HTC_M,BA,2018,,,,,,,
C_HTC_M,BA,2019,0.0,0.0,0.0,0.0,0.0,0.0,
C_HTC_M,BA,2020,4.0,9.0,4.0,9.0,0.346,2.48,
C_HTC_M,BA,2021,0.0,0.0,0.0,0.0,0.0,0.0,
C_HTC_M,BA,2022,,,,,,,
C_HTC_M,BA,2023,,,,,,,
C_HTC_M,BE,2005,,,,,,,
C_HTC_M,BE,2006,,,,,,,
C_HTC_M,BE,2007,,,,,,,
C_HTC_M,BE,2008,3284.7,7111.3,3909.0,8446.0,904.873,19.46,
C_HTC_M,BE,2009,3317.2,6969.4,3855.0,8319.0,843.232,18.43,
C_HTC_M,BE,2010,3863.9,6876.6,4853.0,8338.0,905.313,18.01,
C_HTC_M,BE,2011,4064.7,7246.7,4932.0,8640.0,1055.682,18.81,
C_HTC_M,BE,2012,,6893.1,,,,,
C_HTC_M,BE,2013,4018.3,7169.2,4709.0,8716.0,,,
C_HTC_M,BE,2014,,6719.7,,,1001.729,15.01,
C_HTC_M,BE,2015,3847.2,6777.5,4776.0,8480.0,1076.732,15.22,
C_HTC_M,BE,2016,,6633.7,,,1001.415,13.45,
C_HTC_M,BE,2017,3809.8,7045.5,4879.0,9277.0,1090.073,13.08,
C_HTC_M,BE,2018,,7919.8,,,1127.715,11.96,
C_HTC_M,BE,2019,4023.2,7021.3,5273.0,9306.0,1197.07,10.74,
C_HTC_M,BE,2020,,,,,,,
C_HTC_M,BE,2021,,,,,,,
C_HTC_M,BE,2022,,,,,,,
C_HTC_M,BE,2023,,,,,,,
C_HTC_M,BG,2005,,,,,,,
C_HTC_M,BG,2006,,635.0,,794.0,5.191,16.81,
C_HTC_M,BG,2007,212.0,541.0,253.0,723.0,3.693,8.49,
C_HTC_M,BG,2008,136.0,384.0,,488.0,3.508,6.79,
C_HTC_M,BG,2009,136.0,384.0,172.0,511.0,,,
C_HTC_M,BG,2010,158.0,364.0,177.0,466.0,6.107,5.63,
C_HTC_M,BG,2011,162.0,316.0,227.0,498.0,5.569,4.76,
C_HTC_M,BG,2012,338.0,461.0,392.0,575.0,9.062,5.9,
C_HTC_M,BG,2013,333.0,502.0,387.0,644.0,9.582,5.88,
C_HTC_M,BG,2014,395.0,697.0,457.0,896.0,18.874,8.45,
C_HTC_M,BG,2015,831.0,1455.0,966.0,1811.0,35.799,11.22,
C_HTC_M,BG,2016,768.0,1558.0,845.0,1925.0,32.476,11.81,
C_HTC_M,BG,2017,955.0,1596.0,1078.0,1974.0,36.904,13.51,
C_HTC_M,BG,2018,1028.0,1738.0,1194.0,2227.0,33.075,10.85,
C_HTC_M,BG,2019,1044.0,1660.0,1195.0,2094.0,31.91,9.27,
C_HTC_M,BG,2020,992.0,1572.0,1143.0,1990.0,31.24,8.84,
C_HTC_M,BG,2021,,1647.0,1187.0,2111.0,38.961,10.77,
C_HTC_M,BG,2022,1091.0,1832.0,1270.0,2379.0,45.322,10.33,
C_HTC_M,BG,2023,962.0,1569.0,1117.0,2020.0,46.715,9.68,
C_HTC_M,CH,2005,,,,,,,
C_HTC_M,CH,2006,,,,,,,
C_HTC_M,CH,2007,,,,,,,
C_HTC_M,CH,2008,1946.0,9668.0,2028.0,10611.0,1184.957,15.7,
C_HTC_M,CH,2009,,,,,,,
C_HTC_M,CH,2010,,,,,,,
C_HTC_M,CH,2011,,,,,,,
C_HTC_M,CH,2012,3161.0,10514.0,3348.0,11253.0,1713.687,16.11,
C_HTC_M,CH,2013,,,,,,,
C_HTC_M,CH,2014,,,,,,,
C_HTC_M,CH,2015,3819.0,11141.0,4069.0,12658.0,2077.329,15.89,
C_HTC_M,CH,2016,,,,,,,
C_HTC_M,CH,2017,3332.0,10110.0,3567.0,11119.0,1857.077,14.62,
C_HTC_M,CH,2018,,,,,,,
C_HTC_M,CH,2019,3365.0,11021.0,3634.0,12198.0,2004.407,14.39,
C_HTC_M,CH,2020,,,,,,,
C_HTC_M,CH,2021,3704.0,10543.0,4044.0,11829.0,1878.418,12.11,
C_HTC_M,CH,2022,,,,,,,
C_HTC_M,CH,2023,4236.0,12132.0,4751.0,14190.0,2422.645,13.11,
C_HTC_M,CN_X_HK,2005,,,,,,,
C_HTC_M,CN_X_HK,2006,,,,,,,
C_HTC_M,CN_X_HK,2007,,,,,,,
C_HTC_M,CN_X_HK,2008,293823.0,389396.0,,,9583.638,28.97,
C_HTC_M,CN_X_HK,2009,199498.0,480388.0,,,12853.528,28.82,
C_HTC_M,CN_X_HK,2010,203353.0,552529.0,,,16685.966,28.87,
C_HTC_M,CN_X_HK,2011,222494.0,652981.0,,,21398.566,29.26,
C_HTC_M,CN_X_HK,2012,309820.0,981175.0,,,38667.745,39.96,
C_HTC_M,CN_X_HK,2013,339795.3,1114412.8,,,44767.392,40.27,
C_HTC_M,CN_X_HK,2014,342513.4,1180520.0,,,50321.739,40.94,
C_HTC_M,CN_X_HK,2015,387529.0,1176685.0,,,63463.75,40.67,
C_HTC_M,CN_X_HK,2016,402585.0,1190344.0,,,64989.782,39.35,
C_HTC_M,CN_X_HK,2017,389156.0,1180217.0,,,68004.647,37.98,
C_HTC_M,CN_X_HK,2018,404412.0,1256508.0,,,70522.882,36.15,
C_HTC_M,CN_X_HK,2019,426647.0,1311594.0,,,74611.444,34.11,
C_HTC_M,CN_X_HK,2020,,1400206.0,,,79864.651,33.68,
C_HTC_M,CN_X_HK,2021,,,,,92210.422,32.71,
C_HTC_M,CN_X_HK,2022,,,,,111599.282,33.08,
C_HTC_M,CN_X_HK,2023,,,,,,,
C_HTC_M,CY,2005,,,,,,,
C_HTC_M,CY,2006,,,,,,,
C_HTC_M,CY,2007,,,,,,,
C_HTC_M,CY,2008,13.4,17.9,29.0,44.0,1.036,6.19,
C_HTC_M,CY,2009,12.6,16.6,23.0,32.0,0.954,5.81,
C_HTC_M,CY,2010,10.5,14.9,24.0,35.0,0.9,6.08,
C_HTC_M,CY,2011,10.2,13.5,24.0,32.0,0.77,5.59,
C_HTC_M,CY,2012,11.5,13.9,27.0,34.0,0.705,5.05,
C_HTC_M,CY,2013,7.7,9.4,21.0,25.0,0.439,2.58,
C_HTC_M,CY,2014,6.1,7.6,14.0,16.0,0.275,1.37,
C_HTC_M,CY,2015,1.0,1.4,6.0,8.0,0.091,0.47,
C_HTC_M,CY,2016,,,,,,,
C_HTC_M,CY,2017,,,,,,,
C_HTC_M,CY,2018,,,,,,,
C_HTC_M,CY,2019,,,,,,,
C_HTC_M,CY,2020,,,,,,,
C_HTC_M,CY,2021,,,,,,,
C_HTC_M,CY,2022,,,,,,,
C_HTC_M,CY,2023,,,,,,,
C_HTC_M,CZ,2005,3082.4,7011.2,3312.0,8100.0,248.049,33.3,
C_HTC_M,CZ,2006,3372.8,7512.8,3712.0,8942.0,296.917,33.16,
C_HTC_M,CZ,2007,3491.9,7710.7,3820.0,9284.0,321.53,30.97,
C_HTC_M,CZ,2008,3988.2,8461.2,4477.0,10254.0,382.788,33.24,
C_HTC_M,CZ,2009,3878.2,7971.6,4253.0,10175.0,344.56,32.38,
C_HTC_M,CZ,2010,3902.4,8380.2,4375.0,10750.0,386.947,32.6,
C_HTC_M,CZ,2011,4584.4,9073.7,5018.0,11431.0,469.143,33.78,
C_HTC_M,CZ,2012,5253.6,10238.8,5808.0,12739.0,520.381,34.23,
C_HTC_M,CZ,2013,5115.0,10560.7,5610.0,13238.0,597.081,37.37,
C_HTC_M,CZ,2014,5419.4,11238.3,6164.0,14817.0,608.64,35.67,
C_HTC_M,CZ,2015,5707.7,11202.6,6397.0,14600.0,621.866,35.23,
C_HTC_M,CZ,2016,5242.0,11567.6,5834.0,15075.0,672.813,37.14,
C_HTC_M,CZ,2017,5780.8,12435.3,6619.0,16729.0,829.382,38.43,
C_HTC_M,CZ,2018,6323.1,13157.1,7168.0,17485.0,976.214,39.33,
C_HTC_M,CZ,2019,6490.0,13454.8,7408.0,17684.0,1030.824,38.46,
C_HTC_M,CZ,2020,6690.9,13925.7,7427.0,17883.0,902.512,34.55,
C_HTC_M,CZ,2021,,,,,,,
C_HTC_M,CZ,2022,,,,,,,
C_HTC_M,CZ,2023,,,,,,,
C_HTC_M,DE,2005,,,,,,,
C_HTC_M,DE,2006,,,,,,,
C_HTC_M,DE,2007,92963.0,173078.0,100957.0,188643.0,24721.3,57.45,
C_HTC_M,DE,2008,,180875.0,,,27009.4,58.62,
C_HTC_M,DE,2009,92588.0,171719.0,102080.0,189688.0,24906.8,55.01,
C_HTC_M,DE,2010,,173756.0,,,26391.7,56.24,
C_HTC_M,DE,2011,95980.0,182426.0,104398.0,202405.0,28715.2,56.22,
C_HTC_M,DE,2012,102369.0,189027.0,,,30454.4,56.62,
C_HTC_M,DE,2013,104857.0,187703.0,112557.0,206000.0,30069.8,56.14,
C_HTC_M,DE,2014,103725.0,196937.0,,,33187.3,58.23,
C_HTC_M,DE,2015,118104.1,207530.7,125982.0,225420.0,34968.2,57.37,
C_HTC_M,DE,2016,121277.0,213057.0,,,35778.2,56.95,
C_HTC_M,DE,2017,138597.3,234116.8,148860.0,255633.0,41305.4,60.05,
C_HTC_M,DE,2018,143161.0,241257.0,,,43170.2,59.87,
C_HTC_M,DE,2019,151144.0,251905.0,163123.0,274355.0,44787.1,59.06,
C_HTC_M,DE,2020,,242514.0,,,40118.0,56.48,
C_HTC_M,DE,2021,143983.0,246022.0,158527.0,272791.0,42584.871,56.21,
C_HTC_M,DE,2022,,,,,,,
C_HTC_M,DE,2023,168229.0,288110.0,184609.0,318860.0,51352.173,56.8,
C_HTC_M,DK,2005,,,,,,,
C_HTC_M,DK,2006,,,,,,,
C_HTC_M,DK,2007,,,,,,,
C_HTC_M,DK,2008,,,,,,,
C_HTC_M,DK,2009,3413.5,5628.0,3069.0,5963.0,895.893,18.17,
C_HTC_M,DK,2010,3823.7,6239.7,4183.0,7475.0,931.854,19.6,
C_HTC_M,DK,2011,4012.9,6416.4,3627.0,6389.0,1027.541,21.1,
C_HTC_M,DK,2012,4517.9,6512.7,5000.0,7502.0,998.683,20.07,
C_HTC_M,DK,2013,4359.7,6349.3,4041.0,7321.0,929.726,19.1,
C_HTC_M,DK,2014,4493.0,6401.0,4937.0,7311.0,951.87,19.27,
C_HTC_M,DK,2015,4366.0,6124.0,4782.0,7203.0,907.665,17.14,
C_HTC_M,DK,2016,3731.0,5603.0,4228.0,6823.0,812.604,14.26,
C_HTC_M,DK,2017,4966.0,6749.0,5496.0,8033.0,1085.285,19.81,
C_HTC_M,DK,2018,,,,,,,
C_HTC_M,DK,2019,4000.0,5569.0,4923.0,7426.0,834.17,14.64,
C_HTC_M,DK,2020,,,,,1069.867,18.77,
C_HTC_M,DK,2021,,,,,,,
C_HTC_M,DK,2022,,,,,,,
C_HTC_M,DK,2023,,,,,,,
C_HTC_M,EA19,2005,,,,,,,
C_HTC_M,EA19,2006,,,,,,,
C_HTC_M,EA19,2007,,,,,,40.11,
C_HTC_M,EA19,2008,,,,,,,
C_HTC_M,EA19,2009,,,,,,,
C_HTC_M,EA19,2010,,,,,45563.137,38.59,
C_HTC_M,EA19,2011,,,,,,,
C_HTC_M,EA19,2012,,,,,51498.066,39.1,
C_HTC_M,EA19,2013,194435.2,370898.0,221997.0,442774.0,51927.853,,
C_HTC_M,EA19,2014,,,,,,,
C_HTC_M,EA19,2015,213011.9,397026.3,242272.0,474631.0,57767.437,,
C_HTC_M,EA19,2016,,,,,,,
C_HTC_M,EA19,2017,,,,,,,
C_HTC_M,EA19,2018,,,,,,40.92,
C_HTC_M,EA19,2019,,,,,,40.2,
C_HTC_M,EA19,2020,,474288.3,,,,38.24,
C_HTC_M,EA19,2021,,,,,,,
C_HTC_M,EA19,2022,,,,,,,
C_HTC_M,EA19,2023,,,,,,,
C_HTC_M,EA20,2005,,,,,,,
C_HTC_M,EA20,2006,,,,,,,
C_HTC_M,EA20,2007,,,,,,40.09,
C_HTC_M,EA20,2008,,,,,,,
C_HTC_M,EA20,2009,,,,,,,
C_HTC_M,EA20,2010,,,,,45576.755,38.55,
C_HTC_M,EA20,2011,,,,,,,
C_HTC_M,EA20,2012,,,,,51518.44,39.07,
C_HTC_M,EA20,2013,194553.5,371270.1,222128.0,443217.0,51964.783,,
C_HTC_M,EA20,2014,,,,,,,
C_HTC_M,EA20,2015,213237.2,397567.9,242514.0,475241.0,57804.316,,
C_HTC_M,EA20,2016,,,,,,,
C_HTC_M,EA20,2017,,,,,,,
C_HTC_M,EA20,2018,,,,,,40.89,
C_HTC_M,EA20,2019,,,,,,40.19,
C_HTC_M,EA20,2020,,475403.3,,,,38.22,
C_HTC_M,EA20,2021,,,,,,,
C_HTC_M,EA20,2022,,,,,,,
C_HTC_M,EA20,2023,,,,,,,
C_HTC_M,EE,2005,,,,,,,
C_HTC_M,EE,2006,,,,,,,
C_HTC_M,EE,2007,114.3,189.7,143.0,234.0,6.762,8.26,
C_HTC_M,EE,2008,,,,,,,
C_HTC_M,EE,2009,,,,,,,
C_HTC_M,EE,2010,,,,,,,
C_HTC_M,EE,2011,,,,,,,
C_HTC_M,EE,2012,,,,,,,
C_HTC_M,EE,2013,,,,,,,
C_HTC_M,EE,2014,,,,,,,
C_HTC_M,EE,2015,,,,,,,
C_HTC_M,EE,2016,,259.3,,,,,
C_HTC_M,EE,2017,,,,,18.19,12.67,
C_HTC_M,EE,2018,203.8,278.1,231.0,312.0,16.9,10.91,
C_HTC_M,EE,2019,,,,,,,
C_HTC_M,EE,2020,264.1,382.9,304.0,443.0,,,
C_HTC_M,EE,2021,,,,,,,
C_HTC_M,EE,2022,,,,,,,
C_HTC_M,EE,2023,,,,,,,
C_HTC_M,EL,2005,,,,,,,
C_HTC_M,EL,2006,,,,,,,
C_HTC_M,EL,2007,,,,,,,
C_HTC_M,EL,2008,,,,,,,
C_HTC_M,EL,2009,,,,,,,
C_HTC_M,EL,2010,,,,,,,
C_HTC_M,EL,2011,348.1,618.8,514.0,947.0,41.064,8.45,
C_HTC_M,EL,2012,,,,,,,
C_HTC_M,EL,2013,,,,,,,
C_HTC_M,EL,2014,,,,,,,
C_HTC_M,EL,2015,,,,,,,
C_HTC_M,EL,2016,,,,,,,
C_HTC_M,EL,2017,730.4,995.7,1047.0,1522.0,48.49,4.88,
C_HTC_M,EL,2018,,,,,,,
C_HTC_M,EL,2019,777.6,1081.2,1017.0,1476.0,57.29,5.31,
C_HTC_M,EL,2020,873.6,1224.9,1098.0,1683.0,70.81,6.16,
C_HTC_M,EL,2021,1012.4,1536.2,1405.0,2272.0,88.894,7.14,
C_HTC_M,EL,2022,,,,,,,
C_HTC_M,EL,2023,,,,,,,
C_HTC_M,ES,2005,,,,,,,
C_HTC_M,ES,2006,,,,,,,
C_HTC_M,ES,2007,,,,,,,
C_HTC_M,ES,2008,7711.7,16844.2,9575.0,22905.0,1468.537,18.19,
C_HTC_M,ES,2009,7759.8,17265.9,9894.0,24444.0,1510.235,19.96,
C_HTC_M,ES,2010,7888.2,17274.1,10034.0,24869.0,1625.256,21.65,
C_HTC_M,ES,2011,7775.8,17149.1,9972.0,24929.0,1692.886,22.89,
C_HTC_M,ES,2012,7773.6,17570.8,9859.0,24305.0,1609.748,22.69,
C_HTC_M,ES,2013,7809.0,17205.2,9930.0,24213.0,1543.012,22.34,
C_HTC_M,ES,2014,7539.6,17237.0,9501.0,25139.0,1519.072,22.39,
C_HTC_M,ES,2015,8220.7,17596.3,10350.0,25202.0,1580.0,22.83,
C_HTC_M,ES,2016,9007.3,18658.4,11087.0,26495.0,1695.0,23.79,
C_HTC_M,ES,2017,9470.2,19797.1,11667.0,27128.0,1813.0,23.46,
C_HTC_M,ES,2018,10318.0,21448.0,12846.0,31341.0,1927.0,22.82,
C_HTC_M,ES,2019,9776.7,20914.8,12462.0,29228.0,1975.0,22.59,
C_HTC_M,ES,2020,9682.9,20057.5,12538.0,28346.0,2060.0,23.5,
C_HTC_M,ES,2021,8402.0,19208.0,10533.0,25882.0,1928.108,19.89,
C_HTC_M,ES,2022,8326.0,19324.0,10534.0,26681.0,2241.608,20.56,
C_HTC_M,ES,2023,8496.0,19397.0,10547.0,26090.0,2649.104,21.0,
C_HTC_M,EU27_2020,2005,,,,,,,
C_HTC_M,EU27_2020,2006,,,,,,,
C_HTC_M,EU27_2020,2007,,,,,,,
C_HTC_M,EU27_2020,2008,,,,,,,
C_HTC_M,EU27_2020,2009,,,,,,,
C_HTC_M,EU27_2020,2010,,381991.6,,,49851.167,37.2,
C_HTC_M,EU27_2020,2011,,,,,,,
C_HTC_M,EU27_2020,2012,,,,,56683.05,37.72,
C_HTC_M,EU27_2020,2013,,,,,,,
C_HTC_M,EU27_2020,2014,,,,,,,
C_HTC_M,EU27_2020,2015,,451290.7,,539196.0,63580.581,38.01,
C_HTC_M,EU27_2020,2016,,,,,,,
C_HTC_M,EU27_2020,2017,290995.9,518339.4,,,73847.036,39.56,
C_HTC_M,EU27_2020,2018,,,,,77485.502,39.42,
C_HTC_M,EU27_2020,2019,,,,,80347.274,38.65,
C_HTC_M,EU27_2020,2020,,,,,75046.858,36.87,
C_HTC_M,EU27_2020,2021,,,,,,,
C_HTC_M,EU27_2020,2022,,,,,,,
C_HTC_M,EU27_2020,2023,,,,,,,
C_HTC_M,FI,2005,,,,,,,
C_HTC_M,FI,2006,,,,,,,
C_HTC_M,FI,2007,,,,,,,
C_HTC_M,FI,2008,4728.1,6514.7,5377.0,8014.0,802.514,15.73,
C_HTC_M,FI,2009,4669.7,6311.1,5280.0,7735.0,733.846,15.14,
